"","cluster","X0","X1","X2","X4","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3","membership.of.cluster.4","membership.of.cluster.5"
"O00273",5,-0.359188198911747,1.47522357801588,-0.368370979954339,-0.747664399149811,FALSE,0.363702724301838,0.157308976953304,0.146342108259552,0.13471014569237,0.197936044792936,0.363702724301838
"O00299",4,-1.0911354676095,0.110621938354862,1.30157753582497,-0.32106400657035,FALSE,0.353109668499769,0.126458186926414,0.125349994897018,0.19264423781948,0.353109668499769,0.202437911857319
"O00303",3,0.0275827568322945,-1.41655466504169,0.576184239035383,0.812787669174042,FALSE,0.441591292829342,0.146181974727044,0.182061265977593,0.441591292829342,0.134106365195559,0.0960591012704628
"O00330",5,-0.425607100199073,0.484154606038969,1.10711064694027,-1.16565815278017,TRUE,0.571904096687909,0.138246292009701,0.0666297215663524,0.104538862870125,0.118681026865913,0.571904096687909
"O00399",3,-0.327753003878056,-0.502525705879667,1.48643868640124,-0.656159976643503,FALSE,0.293401567423081,0.243697094779088,0.101574968792946,0.293401567423081,0.161185390399632,0.200140978605253
"O00422",4,-1.39573947585389,0.396093670431609,0.944443669004144,0.0552021364181411,TRUE,0.634917309371085,0.0622745823907025,0.101557530380456,0.0974518315091015,0.634917309371085,0.103798746348655
"O00479",3,-0.828794309312434,-0.239082593547801,1.4520231333856,-0.384146230525351,FALSE,0.266240071289514,0.160380468772694,0.122119705197981,0.266240071289514,0.253807747939092,0.197452006800719
"O00483",2,-0.724876708034408,-0.544538215539788,-0.19364172963809,1.46305665321228,TRUE,0.644860743942218,0.0606544827069101,0.644860743942218,0.114782357211406,0.120565829849798,0.0591365862896675
"O00487",5,-0.982054024911931,1.19271079735992,0.438189188526924,-0.648845960974917,FALSE,0.373325852732982,0.122988524839058,0.126557170674415,0.123794477176579,0.253333974576966,0.373325852732982
"O00505",4,-1.30629657233982,0.999186138052073,-0.198622236133308,0.505732670421059,FALSE,0.354185612171096,0.0998241983745946,0.255913159530576,0.130300009960566,0.354185612171096,0.159777019963167
"O00515",4,-1.26542306748092,0.647274388376622,0.937041867255477,-0.318893188151183,FALSE,0.420835415088618,0.102718320342247,0.124510372171291,0.132928495388263,0.420835415088618,0.219007397009582
"O00541",1,0.57844388100745,0.194269592224306,0.692790831190559,-1.46550430442232,FALSE,0.361127984247908,0.361127984247908,0.0737691327595697,0.123098101599098,0.097912649914569,0.344092131478856
"O00566",4,-1.46549816766738,0.78503711327982,0.387760665357417,0.292700389030153,TRUE,0.532703758120488,0.0737390927642339,0.163668247675002,0.103948780326886,0.532703758120488,0.12594012111339
"O00567",1,0.577570099814736,-0.385585457738302,1.02188682788266,-1.2138714699591,TRUE,0.624391010039762,0.624391010039762,0.051249099527297,0.109906571336884,0.0663634401021318,0.148089878993925
"O00571",2,-1.29466437808885,-0.248625380212187,0.583021008201298,0.960268750099729,FALSE,0.3644598958068,0.0681789066555201,0.3644598958068,0.148764477968394,0.340592005628043,0.0780047139412424
"O00592",4,-1.26993772359734,0.989916253999423,0.569031699633009,-0.289010230035092,FALSE,0.380993099198023,0.106250715923897,0.142000843580361,0.126443594587953,0.380993099198023,0.244311746709765
"O00625",5,0.33941020836053,0.715269047574971,0.42581742456649,-1.48049668050199,TRUE,0.525314612621378,0.198018617833089,0.0732339930142378,0.102438552883722,0.100994223647573,0.525314612621378
"O00629",4,-1.4254231405621,0.627414326595031,0.0411559058347761,0.756852908132297,FALSE,0.403920636285815,0.0771640376181813,0.29154138019251,0.115767241835481,0.403920636285815,0.111606704068013
"O00746",1,0.708238475202362,0.202776016220909,0.555014017720508,-1.46602850914379,FALSE,0.375979334310083,0.375979334310083,0.0774365798457946,0.12565258923784,0.0994796076594738,0.321451888946808
"O00754",2,-0.835535454086922,-0.542319277005948,-0.0385781247263206,1.41643285581919,TRUE,0.699099581458921,0.0487046807596858,0.699099581458921,0.0972626856420975,0.106792086837308,0.0481409653019876
"O00764",5,-0.474016887088595,0.974495272992665,0.671831207367602,-1.17230959327167,TRUE,0.69278234642655,0.0886385936205384,0.05488915062782,0.0690080752510399,0.0946818340740518,0.69278234642655
"O00767",2,-1.34644698661298,-0.0471287766098167,0.369807234833108,1.02376852838969,FALSE,0.436792454060011,0.0598603106172276,0.436792454060011,0.116160875998977,0.31539398134323,0.0717923779805543
"O14545",5,0.823425265186922,0.585137321374827,-0.0015861717468632,-1.40697641481488,FALSE,0.352844114051228,0.287943380583497,0.100634588336132,0.136329175100123,0.12224874192902,0.352844114051228
"O14548",1,0.876047600824714,-0.966636497349881,0.84967349727915,-0.759084600753984,TRUE,0.643496262568049,0.643496262568049,0.0567226501444578,0.141905003704059,0.0631281819215009,0.0947479016619335
"O14562",5,0,1.02673335878421,0.328870791556424,-1.35560415034063,TRUE,0.608055355216058,0.134077358931554,0.0694822573015411,0.0869456814997232,0.101439347051124,0.608055355216058
"O14579",3,0.58048366057918,-1.29828279289476,-0.241051561975785,0.95885069429136,FALSE,0.290243176402998,0.192467367053518,0.2358427335274,0.290243176402998,0.153340294561791,0.128106428454293
"O14618",1,0.788370837940961,-0.734612844379727,0.931601683729097,-0.985359677290331,TRUE,0.801934166592494,0.801934166592494,0.0299784092990676,0.070671725347518,0.035539549449523,0.0618761493113978
"O14646;O14647",4,-1.37582941422254,0.971322659046366,0,0.404506755176175,FALSE,0.39857101004082,0.0940369212166077,0.226121712285795,0.124493986055251,0.39857101004082,0.156776370401525
"O14737",5,-0.597682636132178,1.43305791204045,-0.0711370922865988,-0.764238183621676,FALSE,0.390831789477412,0.14231072789978,0.134907484558684,0.12677964520247,0.205170352861652,0.390831789477412
"O14745",3,-0.80616298988782,-0.487906597387471,1.44538945718183,-0.151319869906528,FALSE,0.337710951013408,0.147775940865756,0.126316161313007,0.337710951013408,0.23596383547534,0.152233111332489
"O14753",2,0,-0.541173414963975,-0.860938149161547,1.40211156412552,FALSE,0.376117768722021,0.134897374107214,0.376117768722021,0.19509283562564,0.172450729845819,0.121441291699306
"O14773",2,-0.38082423300987,0.791214830350505,-1.24074871945388,0.83035812211324,FALSE,0.305768236927926,0.140125590373682,0.305768236927926,0.161781931140818,0.219513462365597,0.172810779191977
"O14776",4,-1.1720360225764,-0.347843468099259,1.178460742658,0.341418748017659,FALSE,0.387838305315576,0.0969884481635598,0.164059923101286,0.239289105366257,0.387838305315576,0.111824218053321
"O14777",1,0.810430731974108,-1.3748777384766,0.665376880724658,-0.100929874222156,FALSE,0.333007285400754,0.333007285400754,0.114831048024273,0.319707701210187,0.109934363113268,0.122519602251518
"O14782",3,0.0201950462814337,-1.39406673543391,0.924010082036763,0.449861607115717,TRUE,0.577658104128346,0.131352760958834,0.11132495464629,0.577658104128346,0.101299436967577,0.0783647432989531
"O14818",2,-1.29104363743267,0.220682823631959,-0.0613383613452042,1.13169917514591,TRUE,0.53689543395058,0.0593538151400264,0.53689543395058,0.0990900208520993,0.231091771816566,0.0735689582407285
"O14818;Q8TAA3",1,0.693940138373689,0.141552078322736,0.618928013880255,-1.45442023057666,FALSE,0.397221139927645,0.397221139927645,0.0749072664672578,0.124863516302939,0.0966238810368701,0.306384196265289
"O14908",2,-1.15365426827982,-0.270973381763378,0.173392084403516,1.25123556563969,TRUE,0.745714384696372,0.0345052966432896,0.745714384696372,0.0689142734582567,0.113116781463332,0.0377492637387493
"O14929",4,-1.01595068622371,0.373775534138696,1.2216267451693,-0.579451593084325,FALSE,0.297925217896466,0.135122922916097,0.11584693985947,0.165921905418655,0.297925217896466,0.285183013909311
"O14936",2,-0.894675270396051,-0.363650652832849,-0.169467835030987,1.42779375825989,TRUE,0.795132285769312,0.0329931997697242,0.795132285769312,0.0611935707530902,0.0766394045126177,0.0340415391952559
"O14949",1,0.866495596093168,0.0893072162782267,0.466669950304447,-1.42247276267584,FALSE,0.426919816431338,0.426919816431338,0.0784411384070504,0.128321262549055,0.0968862046387982,0.269431577973759
"O14950;P19105",2,-1.20498324088171,-0.280856948830612,0.315559457451637,1.17028073226068,TRUE,0.598412454383683,0.0510762130239713,0.598412454383683,0.106058553532396,0.188037813457373,0.056414965602577
"O14964",2,-1.24626027384244,-0.188286740927853,0.279997356514934,1.15454965825536,TRUE,0.595863278256166,0.0499242814860009,0.595863278256166,0.0997817734996742,0.197808329594772,0.0566223371633859
"O14974",4,-1.37130537815667,0.0392782472629123,1.00574186895721,0.326285261936542,TRUE,0.638215744121261,0.0576104380189874,0.114321405716091,0.110979780569884,0.638215744121261,0.0788726315737765
"O14979",4,-1.4680166347154,0.201866479544542,0.669192780416603,0.596957374754237,TRUE,0.713885388538547,0.039569022039093,0.120510210342954,0.0714960573498024,0.713885388538547,0.0545393217296038
"O14980",2,-0.925089178519193,-0.0613022047524122,-0.4161909343333,1.40258231760491,TRUE,0.675615506062273,0.0530543055201203,0.675615506062273,0.087453456726422,0.125669574059975,0.0582071576312102
"O15027",5,0.561223753320179,0.632601824032099,0.289719343713108,-1.48354492106539,FALSE,0.433529171743564,0.2510399047021,0.0850056873152979,0.119358076827469,0.111067159411569,0.433529171743564
"O15042",4,-1.33837026639306,-0.1873147227958,0.832917031841535,0.692767957347322,FALSE,0.484934950848879,0.0686891297476946,0.212416340111805,0.151435966803028,0.484934950848879,0.0825236124885939
"O15116",5,-1.07350935758574,1.20129134107751,0.381256542997104,-0.509038526488861,FALSE,0.325831966516423,0.121042817307936,0.139025955061805,0.127632956563224,0.286466304550612,0.325831966516423
"O15131;O60684;P52294",2,-0.748684183285999,-0.216890656743495,-0.498605225888452,1.46418006591795,TRUE,0.619623184468709,0.0664264589833283,0.619623184468709,0.109492526916213,0.135269430016319,0.0691883996154307
"O15143",1,0.618306497408864,-0.271821442891057,0.941159606610299,-1.28764466112812,TRUE,0.584779680289939,0.584779680289939,0.0555815010544012,0.111858760176637,0.0719810164149954,0.175799042064027
"O15144",5,-0.991140789815772,1.14223145662184,0.516710118015107,-0.667800784821141,FALSE,0.379692081120794,0.121755834961296,0.122483015721106,0.123085813996896,0.252983254199909,0.379692081120794
"O15145",5,-1.03384372041108,0.545896607324998,1.11406489177548,-0.626117778689382,FALSE,0.316787712823847,0.129081309831034,0.113618293500761,0.149351633245305,0.291161050599053,0.316787712823847
"O15156",4,-1.17546236820147,1.14629309812934,0.404376201751516,-0.375206931679374,FALSE,0.326169493938844,0.115466352003566,0.146446391324969,0.128586149787527,0.326169493938844,0.283331612945094
"O15160",2,-0.889435863062932,-0.308535581546483,-0.236520665871794,1.43449211048121,TRUE,0.778431318965183,0.0360205148132969,0.778431318965183,0.0648924257356108,0.0831226308006057,0.0375331096853038
"O15173",3,0.485009314599086,-1.34908668355677,0.966555398543754,-0.102478029586084,FALSE,0.404690873137345,0.277063323431208,0.102968903228912,0.404690873137345,0.105103626206476,0.11017327399606
"O15212",2,-0.845198666589593,-0.853285972652852,0.609328555950012,1.08915608329244,FALSE,0.348833806080884,0.0933022777776364,0.348833806080884,0.271315891757214,0.200982529021117,0.0855654953631479
"O15213",5,-0.410746006029209,0.242048465038317,1.25875730864038,-1.09005976764949,FALSE,0.438186571137456,0.186633617952857,0.0826798910667603,0.145612716826526,0.146887203016401,0.438186571137456
"O15226",4,-1.45985469302548,0.748771359004409,0.521893663128583,0.18918967089249,TRUE,0.566226966537907,0.0702790566560662,0.14053881575026,0.0992091418910487,0.566226966537907,0.123746019164718
"O15231",4,-1.22223583809644,0.755852362367452,0.875869724557561,-0.409486248828583,FALSE,0.375796484388667,0.109304108116126,0.125670274583209,0.133112990086696,0.375796484388667,0.256116142825301
"O15235",1,0.0474492919415923,-0.579105764030193,1.38856056759185,-0.856904095503245,FALSE,0.359951512342332,0.359951512342332,0.0856487184089954,0.241555021600767,0.121663119971722,0.191181627676184
"O15265",5,-0.0496411490546796,0.140935066548944,1.17367780800938,-1.26497172550364,FALSE,0.4236665752183,0.247821787298095,0.0744706648578664,0.137367887657631,0.116673084968108,0.4236665752183
"O15297",3,0.538744727669201,-1.25944938115693,1.01755616724262,-0.296851513754885,FALSE,0.34531997976776,0.342566651973304,0.0947791370431681,0.34531997976776,0.101329732943417,0.116004498272352
"O15305",3,0.217072655470831,-1.18803082211584,1.2169441704122,-0.245986003767204,FALSE,0.443273347598287,0.252557824571154,0.0910107868910428,0.443273347598287,0.103955493926778,0.109202547012739
"O15347",5,-0.7347027592385,0.858364380237165,0.864391718932281,-0.988053339930947,TRUE,0.548217563342647,0.113097659025367,0.0798989636721626,0.101215970672283,0.15756984328754,0.548217563342647
"O15355",1,1.05485478398965,-0.47834248674325,0.575539728778477,-1.15205202602488,TRUE,0.664589806093372,0.664589806093372,0.0529304617025029,0.101157467790773,0.0609461105921302,0.120376153821222
"O15371",5,-0.471416264332403,0.910475957961064,0.742866518622772,-1.18192621225145,TRUE,0.712867745902539,0.0841319841247156,0.050295996384553,0.0650970865333308,0.087607187054862,0.712867745902539
"O15372",5,0,0.500951590985751,0.894856308141975,-1.39580789912773,TRUE,0.625184279409706,0.152315711095401,0.0541840355956038,0.084877412138706,0.083438561760583,0.625184279409706
"O15381",3,0,-1.40097512134068,0.533300443827123,0.86767467751356,FALSE,0.425632266637007,0.144633356742699,0.1942635838047,0.425632266637007,0.13831228969071,0.0971585031248837
"O15382",5,-0.840412808148984,0.483962346250959,1.17721429330574,-0.820763831407719,FALSE,0.3893243275892,0.142077966100076,0.100479708522598,0.146622471268491,0.221495526519635,0.3893243275892
"O15400",2,-1.05601317215468,-0.193117174706839,-0.105975251646408,1.35510559850793,TRUE,0.897060555971185,0.0153868420541375,0.897060555971185,0.0280902250810335,0.0426752254977446,0.0167871513958998
"O15446",2,-0.938050360155392,-0.326663176875402,-0.14661772571132,1.41133126274211,TRUE,0.837774163138512,0.0256351493052889,0.837774163138512,0.0475467247741913,0.0622490398226411,0.0267949229593669
"O15511",4,-0.994951934361064,1.35097720001505,-0.424542811972143,0.0685175463182005,FALSE,0.286364536307317,0.127652539536128,0.213170970803895,0.14124315878075,0.286364536307317,0.23156879457191
"O15514",1,0.655596138413398,-0.370786341403975,0.951247898796472,-1.2360576958059,TRUE,0.6525201404661,0.6525201404661,0.0480400845100472,0.100105478721358,0.0612197427021906,0.138114553600304
"O15525;O60675",5,-1.06943403044534,1.13683079879877,0.496233416735311,-0.563630185088741,FALSE,0.340290642352314,0.120081655655647,0.131150480849611,0.126375901090735,0.282101320051693,0.340290642352314
"O15541",5,-0.278589293166286,0.875280691773696,0.69620228942164,-1.29289368802904,TRUE,0.780461512188338,0.0713552844865779,0.0373475789768385,0.0498562042339756,0.0609794201142702,0.780461512188338
"O15551",5,-0.673146824774557,1.15028416113403,0.506377531913263,-0.983514868272738,TRUE,0.531853529748872,0.116073585730977,0.0901289916534803,0.100710921383904,0.161232971482766,0.531853529748872
"O43143",2,-0.559116526738619,-1.00593070488818,0.307757511357988,1.25728972026882,FALSE,0.378983762972905,0.102640893282564,0.378983762972905,0.26167849481457,0.168880725184958,0.087816123745003
"O43148",5,0.195336269846931,0.0809554759756596,1.06956298856712,-1.34585473438971,FALSE,0.374398510884282,0.314906915343176,0.0720156269345475,0.133504759628687,0.105174187209308,0.374398510884282
"O43169",1,0.972377025378244,-1.06935616808458,0.721638079943946,-0.624658937237621,TRUE,0.551481202437554,0.551481202437554,0.0747851468707371,0.182608405944624,0.0793442085675707,0.111781036179514
"O43172",3,-0.668854821525504,-0.981004884963967,1.16348865009556,0.48637105639391,TRUE,0.52954030353133,0.100573923207161,0.13384788519605,0.52954030353133,0.153391485722721,0.0826464023427385
"O43175",4,-1.35523417184995,-0.142286381563501,0.853189729266529,0.644330824146927,TRUE,0.523272629867945,0.0653843128011546,0.190228476055804,0.140890240323148,0.523272629867945,0.080224340951948
"O43181",3,0.501150442643066,-1.49501761470544,0.397222534217763,0.596644637844609,FALSE,0.382432223818826,0.203152718979227,0.168749105995996,0.382432223818826,0.131775420779126,0.113890530426825
"O43237",1,-0.038360707653306,-0.36807928584586,1.38229789097069,-0.975857897471514,FALSE,0.331942389516184,0.331942389516184,0.0865677516854014,0.212932995944918,0.129921738452015,0.238635124401482
"O43242",2,-0.742547929354259,-0.671063278953156,0,1.41361120830741,TRUE,0.599878382536968,0.066392475077209,0.599878382536968,0.137526365990782,0.133044461577709,0.0631583148173316
"O43252",4,-1.48860913171336,0.464736746895104,0.66010042370038,0.363771961117866,TRUE,0.759250976519497,0.0370524526555731,0.0866313569732152,0.0592081729059035,0.759250976519497,0.0578570409458109
"O43290",4,-1.47921467920201,0.521703238869795,0.680418290072525,0.277093150259691,TRUE,0.722298903997311,0.0440257323130148,0.0939855012893524,0.0681985575713255,0.722298903997311,0.0714913048289966
"O43291",2,-0.936529166145167,-0.376603329563106,-0.09140586976754,1.40453836547581,TRUE,0.832347951761787,0.0263314302506422,0.832347951761787,0.0501085191479847,0.0639579785543161,0.0272541202852694
"O43324",5,-0.95625373201263,1.4030976975913,-0.131061584785481,-0.315782380793198,FALSE,0.289036586553229,0.130869331208606,0.171584145199631,0.135628860407153,0.27288107663138,0.289036586553229
"O43390",4,-1.03823023690504,-0.0336996024161551,1.35646035589395,-0.284530516572753,FALSE,0.330200274995985,0.132839617686953,0.127553089022632,0.217877276279263,0.330200274995985,0.191529742015167
"O43395",4,-1.10969876237527,0.474353221860648,1.13673494731328,-0.501389406798645,FALSE,0.3360442715288,0.123352102532804,0.119012264657486,0.154601442660608,0.3360442715288,0.266989918620302
"O43396",4,-1.0859889597178,0.278892801245028,1.24531546999051,-0.438219311517727,FALSE,0.339830089842127,0.12790255092783,0.121229435784059,0.173895449361524,0.339830089842127,0.23714247408446
"O43399",2,-1.26751907949703,0.0681282275217551,0.0211261907941498,1.17826466118113,TRUE,0.62108341371771,0.0486224476404868,0.62108341371771,0.0856898516433683,0.186503924513804,0.058100362484631
"O43402",3,-0.366606824627741,-1.15700526077833,1.18973206976257,0.333880015643505,TRUE,0.676390382649036,0.0885106526995536,0.0828890732816996,0.676390382649036,0.0905715682188436,0.0616383231508671
"O43447",5,-0.184659619020396,1.35974858244532,-1.04937106261684,-0.125717900808087,FALSE,0.25746941054156,0.166243826961824,0.205151485734516,0.156085858482302,0.215049418279797,0.25746941054156
"O43464",3,-0.797199334612208,-0.233778519694184,1.4584531779571,-0.427475323650711,FALSE,0.264444228414235,0.165664378349519,0.120183021096141,0.264444228414235,0.245507805751592,0.204200566388513
"O43488",1,0.709333366385364,-0.381393347684621,0.907853894502683,-1.23579391320343,TRUE,0.676957675742721,0.676957675742721,0.0453345053938268,0.0934682172609006,0.0570319432812246,0.127207658321327
"O43491",4,-1.29776124235074,0.257840790597187,1.11519825035472,-0.075277798601187,TRUE,0.51216928996198,0.0872955821228768,0.118776275044709,0.139184781707801,0.51216928996198,0.142574071162634
"O43516",2,-0.548568892442847,-0.546490956404739,-0.401375173184193,1.49643502203177,TRUE,0.549742939598753,0.0825174831630208,0.549742939598753,0.144942454776342,0.143959196254069,0.0788379262078152
"O43583",2,-0.917851411276941,-0.0637602132759389,-0.423443259719601,1.40505488427249,TRUE,0.671806048285797,0.0538565662348593,0.671806048285797,0.0886499945963451,0.126686314601015,0.059001076281984
"O43598",2,-1.07224999100863,-0.411293514875905,0.202945744625622,1.28059776125892,TRUE,0.716374047110166,0.0401918748786384,0.716374047110166,0.084188333554778,0.117060858147685,0.0421848863087329
